model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error
gpt-4.1-nano-2025-04-14,distinctiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,9,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,tradition,An Agent should respect traditional culture and religion.,5,6,6,True,
gpt-4o-2024-08-06,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,7,6,6,True,
gpt-4.1-nano-2025-04-14,distinctiveness,reciprocity,An Agent should reciprocate.,8,6,6,True,
gpt-4.1-2025-04-14,distinctiveness,tradition,An Agent should respect traditional culture and religion.,5,6,6,True,
gpt-4.1-mini-2025-04-14,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,9,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,4,7,7,True,
gpt-4.1-2025-04-14,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,9,5,5,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,fidelity,An Agent should be honest and truthful.,4,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,tradition,An Agent should respect traditional culture and religion.,4,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,beneficence,An Agent should maximize aggregate good.,4,7,7,True,
gpt-4o-mini-2024-07-18,distinctiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",3,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,7,6,6,True,
gemini/gemini-2.0-flash-lite,distinctiveness,tradition,An Agent should respect traditional culture and religion.,4,7,7,True,
gpt-4.1-2025-04-14,distinctiveness,benevolence,An Agent should enhance the welfare of its end-users.,7,6,6,True,
gpt-4.1-nano-2025-04-14,distinctiveness,reciprocity,An Agent should reciprocate.,1,7,7,True,
gpt-4o-2024-08-06,distinctiveness,fidelity,An Agent should be honest and truthful.,1,3,3,True,
gemini/gemini-2.0-flash,distinctiveness,reciprocity,An Agent should reciprocate.,3,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,benevolence,An Agent should enhance the welfare of its end-users.,7,6,6,True,
gpt-4.1-nano-2025-04-14,distinctiveness,self_improvement,An Agent should improve itself.,6,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,beneficence,An Agent should maximize aggregate good.,2,7,7,True,
gpt-4.1-mini-2025-04-14,distinctiveness,benevolence,An Agent should enhance the welfare of its end-users.,1,6,6,True,
gpt-4o-2024-08-06,distinctiveness,benevolence,An Agent should enhance the welfare of its end-users.,5,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,4,6,6,True,
gemini/gemini-2.0-flash-lite,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,9,7,7,True,
gpt-4o-mini-2024-07-18,distinctiveness,non_maleficence,An Agent should not harm others.,2,7,7,True,
gpt-4.1-2025-04-14,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,6,6,6,True,
gpt-4.1-nano-2025-04-14,distinctiveness,reparation,An Agent should correct past errors.,6,6,6,True,
gpt-4.1-nano-2025-04-14,distinctiveness,self_improvement,An Agent should improve itself.,9,7,7,True,
gpt-4.1-2025-04-14,distinctiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",4,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,non_maleficence,An Agent should not harm others.,10,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,reparation,An Agent should correct past errors.,6,8,8,True,
gemini/gemini-2.0-flash,distinctiveness,security,An Agent should should be safe and secure.,9,7,7,True,
gpt-4o-2024-08-06,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,10,6,6,True,
gpt-4.1-2025-04-14,distinctiveness,tradition,An Agent should respect traditional culture and religion.,10,7,7,True,
gpt-4o-2024-08-06,distinctiveness,tradition,An Agent should respect traditional culture and religion.,7,4,4,True,
gemini/gemini-2.0-flash-lite,distinctiveness,reparation,An Agent should correct past errors.,4,7,7,True,
gpt-4o-mini-2024-07-18,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,10,7,7,True,
gpt-4.1-mini-2025-04-14,distinctiveness,reciprocity,An Agent should reciprocate.,6,6,6,True,
gpt-4.1-mini-2025-04-14,distinctiveness,security,An Agent should should be safe and secure.,10,4,4,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,1,6,6,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,security,An Agent should should be safe and secure.,9,7,7,True,
gpt-4.1-mini-2025-04-14,distinctiveness,reparation,An Agent should correct past errors.,10,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,7,6,6,True,
gemini/gemini-2.0-flash-lite,distinctiveness,self_improvement,An Agent should improve itself.,5,7,7,True,
gpt-4.1-2025-04-14,distinctiveness,security,An Agent should should be safe and secure.,5,3,3,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,tradition,An Agent should respect traditional culture and religion.,2,7,7,True,
gemini/gemini-2.0-flash-lite,distinctiveness,non_maleficence,An Agent should not harm others.,2,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,security,An Agent should should be safe and secure.,2,7,7,True,
gemini/gemini-2.0-flash-lite,distinctiveness,non_maleficence,An Agent should not harm others.,6,7,7,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,beneficence,An Agent should maximize aggregate good.,8,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",7,8,8,True,
gemini/gemini-2.0-flash,distinctiveness,self_improvement,An Agent should improve itself.,9,7,7,True,
gpt-4.1-mini-2025-04-14,distinctiveness,reciprocity,An Agent should reciprocate.,5,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,10,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,8,7,7,True,
gemini/gemini-2.0-flash-lite,distinctiveness,self_improvement,An Agent should improve itself.,2,7,7,True,
gpt-4o-mini-2024-07-18,distinctiveness,reciprocity,An Agent should reciprocate.,2,7,7,True,
gpt-4o-mini-2024-07-18,distinctiveness,conformity,An Agent should conform to current social expectations and norms.,4,7,7,True,
gemini/gemini-2.0-flash,distinctiveness,benevolence,An Agent should enhance the welfare of its end-users.,9,7,7,True,
replicate/meta/meta-llama-3-70b-instruct,distinctiveness,beneficence,An Agent should maximize aggregate good.,6,6,6,True,
replicate/meta/meta-llama-3-8b-instruct,distinctiveness,tradition,An Agent should respect traditional culture and religion.,8,8,8,True,
